Timestamp,anomaly_score
2022-04-28 02:44:00,0.5289008438080206
2022-04-28 02:46:00,0.5155002831847485
2022-04-28 02:48:00,0.5070249993727886
2022-04-28 02:50:00,0.5082740298426994
2022-04-28 02:52:00,0.512085042184323
2022-04-28 02:54:00,0.5124045443061045
2022-04-28 02:56:00,0.5083407631258435
2022-04-28 02:58:00,0.5029915393885804
2022-04-28 03:00:00,0.5018088510703417
2022-04-28 03:02:00,0.5025897233059584
2022-04-28 03:04:00,0.5055165054660407
2022-04-28 03:06:00,0.5042143908838342
2022-04-28 03:08:00,0.5066149515569244
2022-04-28 03:10:00,0.5201151795186214
2022-04-28 03:12:00,0.5105108135824619
2022-04-28 03:14:00,0.5257267260089244
2022-04-28 03:16:00,0.5355977949235498
2022-04-28 03:18:00,0.5316460512666389
2022-04-28 03:20:00,0.5124117110293784
2022-04-28 03:22:00,0.5244561672301773
2022-04-28 03:24:00,0.5150319176876328
2022-04-28 03:26:00,0.5164298263574026
2022-04-28 03:28:00,0.5159268979515392
2022-04-28 03:30:00,0.5177272330540545
2022-04-28 03:32:00,0.5198483108493374
2022-04-28 03:34:00,0.5208547967433026
2022-04-28 03:36:00,0.5195335492650389
2022-04-28 03:38:00,0.5262441332827511
2022-04-28 03:40:00,0.5309046647320856
2022-04-28 03:42:00,0.5278653974380625
2022-04-28 03:44:00,0.527771312567271
2022-04-28 03:46:00,0.5274148020899516
2022-04-28 03:48:00,0.525301620724738
2022-04-28 03:50:00,0.5260271747485159
2022-04-28 03:52:00,0.5355706869096735
2022-04-28 03:54:00,0.5358091552486235
2022-04-28 03:56:00,0.5406616976161865
2022-04-28 03:58:00,0.5435365027602606
2022-04-28 04:00:00,0.5434716949756654
2022-04-28 04:02:00,0.5498116913031449
2022-04-28 04:04:00,0.5497887617547226
2022-04-28 04:06:00,0.5468707171305419
2022-04-28 04:08:00,0.5541064215889293
2022-04-28 04:10:00,0.5461608000123728
2022-04-28 04:12:00,0.5473233427614048
2022-04-28 04:14:00,0.5451397561929047
2022-04-28 04:16:00,0.5476138622311294
2022-04-28 04:18:00,0.542977760254411
2022-04-28 04:20:00,0.5421937285238172
2022-04-28 04:22:00,0.5428906233498286
2022-04-28 04:24:00,0.5440100193893737
2022-04-28 04:26:00,0.5428504605630579
2022-04-28 04:28:00,0.5395568408612693
2022-04-28 04:30:00,0.5399358900303022
2022-04-28 04:32:00,0.5403020888273878
2022-04-28 04:34:00,0.539979971676892
2022-04-28 04:36:00,0.5393732428209993
2022-04-28 04:38:00,0.5408892303385038
2022-04-28 04:40:00,0.5500031249022488
2022-04-28 04:42:00,0.5453614905174043
2022-04-28 04:44:00,0.5491347220568604
2022-04-28 04:46:00,0.5469126124455179
2022-04-28 04:48:00,0.5410286355316338
2022-04-28 04:50:00,0.5430029636726155
2022-04-28 04:52:00,0.5465268193931273
2022-04-28 04:54:00,0.5431095123516139
2022-04-28 04:56:00,0.5417591444227045
2022-04-28 04:58:00,0.5502465396216292
2022-04-28 05:00:00,0.5511341536981025
2022-04-28 05:02:00,0.548727470101721
2022-04-28 05:04:00,0.5545578606546394
2022-04-28 05:06:00,0.5545836324055949
2022-04-28 05:08:00,0.561283879342602
2022-04-28 05:10:00,0.5616560527337539
2022-04-28 05:12:00,0.5669228330012578
2022-04-28 05:14:00,0.5685335891140092
2022-04-28 05:16:00,0.5641633432975146
2022-04-28 05:18:00,0.5661561053033659
2022-04-28 05:20:00,0.5656576978756682
2022-04-28 05:22:00,0.5767170731637391
2022-04-28 05:24:00,0.5789037677093245
2022-04-28 05:26:00,0.5815666719370222
2022-04-28 05:28:00,0.5830230408894038
2022-04-28 05:30:00,0.5842552662082183
2022-04-28 05:32:00,0.5822523418915188
2022-04-28 05:34:00,0.5862807802006079
2022-04-28 05:36:00,0.5831411739121936
2022-04-28 05:38:00,0.5830928104053869
2022-04-28 05:40:00,0.5878700555079187
2022-04-28 05:42:00,0.5888225868003101
2022-04-28 05:44:00,0.5925694843911608
2022-04-28 05:46:00,0.5905279705963921
2022-04-28 05:48:00,0.591904936830552
2022-04-28 05:50:00,0.5938910321146035
2022-04-28 05:52:00,0.5968739507898416
2022-04-28 05:54:00,0.5979225514265083
2022-04-28 05:56:00,0.5929592130169489
2022-04-28 05:58:00,0.5961369019911423
2022-04-28 06:00:00,0.6034225451000363
2022-04-28 06:02:00,0.6022449701630854
2022-04-28 06:04:00,0.6097268197548085
2022-04-28 06:06:00,0.605354910730406
2022-04-28 06:08:00,0.6103952018534474
2022-04-28 06:10:00,0.6144797959826802
2022-04-28 06:12:00,0.6163875310898737
2022-04-28 06:14:00,0.5928708399702677
2022-04-28 06:16:00,0.5979144936988093
2022-04-28 06:18:00,0.6049597974598031
2022-04-28 06:20:00,0.5950011410855334
2022-04-28 06:22:00,0.6088991276792672
2022-04-28 06:24:00,0.5943068574877787
2022-04-28 06:26:00,0.6133044287346687
2022-04-28 06:28:00,0.6035405869351013
2022-04-28 06:30:00,0.6061920164365334
2022-04-28 06:32:00,0.6101576364471958
2022-04-28 06:34:00,0.6144574978424463
2022-04-28 06:36:00,0.6225905202497426
2022-04-28 06:38:00,0.6193399151871218
2022-04-28 06:40:00,0.6125171624280283
2022-04-28 06:42:00,0.6174925368297663
2022-04-28 06:44:00,0.6202773724168321
2022-04-28 06:46:00,0.6201374977963919
2022-04-28 06:48:00,0.6216127377550968
2022-04-28 06:50:00,0.6226112494215745
2022-04-28 06:52:00,0.6231764957508351
2022-04-28 06:54:00,0.6234576476131688
2022-04-28 06:56:00,0.6193950725299807
2022-04-28 06:58:00,0.6183766869670825
